지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),최소 상대습도(%),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심적설(cm),평균 전운량(1/10)
108,서울,2024-09-20,25,17.9,28.6,54.5,7.1,2.4,80,89.8,.1,3.58,,,10
108,서울,2024-09-21,19.3,17.1,21.9,27,7,4.3,69,82.3,0,6.31,,,8.5
108,서울,2024-09-22,21,16.9,26.7,,5.1,2.7,50,67.4,7.2,19.34,,,4.5
108,서울,2024-09-23,20.8,16.6,26.1,,4.8,3.1,42,58.3,11.4,22.31,,,.8
108,서울,2024-09-24,21,15.6,26.9,,3.4,2.2,37,57.9,11.1,22.03,,,1
108,서울,2024-09-25,23.3,18.6,27.3,0,3.2,1.7,55,65.6,6.1,13.51,,,5.8
108,서울,2024-09-26,23.6,21.1,28,1.2,4.1,1.6,57,75.1,5.9,14.01,,,4.8
108,서울,2024-09-27,22.7,19.1,28,,5.2,2.4,49,72.8,7.9,16.45,,,2.6
108,서울,2024-09-28,23.2,19.2,27.9,,5,3.4,48,59.3,8.2,18.07,,,3.1
108,서울,2024-09-29,23.5,19.1,29,,4.1,2.7,47,61.5,7.3,18.06,,,1.5
108,서울,2024-09-30,23,18.3,28.5,,4.6,2.1,45,63,8,16.77,,,4.5
108,서울,2024-10-01,18.3,13.3,21.7,2.5,5.3,2.5,39,67.5,2.2,7.73,,,5.9
108,서울,2024-10-02,14.9,11.6,19.9,,4.7,2.5,31,48.8,9.5,20.66,,,2
108,서울,2024-10-03,16.4,10.8,22.5,,4.2,1.9,37,59,7.3,15.9,,,2
108,서울,2024-10-04,17.6,11.9,24.2,,3.8,1.8,35,60,10.9,20.32,,,0
108,서울,2024-10-05,17.5,11.6,24.4,,2.8,1.6,38,60.4,9.7,17.31,,,3.6
108,서울,2024-10-06,15.4,12.3,17.9,0,3,1.4,61,73.5,0,3.65,,,8.9
108,서울,2024-10-07,16.9,14,20.7,,3.3,1.3,56,73.9,1.8,9.33,,,6.6
108,서울,2024-10-08,17.7,12.7,23.9,,3.9,1.8,51,73.9,6.8,14.54,,,1.3
108,서울,2024-10-09,18.8,13.9,24.4,,3.8,2.3,44,64.1,8.1,16.61,,,4.8
108,서울,2024-10-10,18.8,15.3,24.1,0,3,1.9,46,66.3,6.3,13.91,,,4.5
108,서울,2024-10-11,18.6,13.9,24.4,,3.4,1.8,40,68.8,9.5,16.05,,,.6
108,서울,2024-10-12,18.3,13.4,24.7,,3.1,1.5,26,60.6,10.4,18.19,,,0
108,서울,2024-10-13,18.3,12.6,22.6,,3.3,2,47,67,4.7,11.43,,,6.4
108,서울,2024-10-14,19.3,17.6,21.5,0,2.9,1.9,50,70.3,0,4.71,,,9.4
108,서울,2024-10-15,19.2,17.6,21.9,.5,3.7,1.8,77,85,0,4.59,,,7.3
108,서울,2024-10-16,18.2,14.4,24.2,,2.8,1.5,49,76.9,6.8,13.84,,,2.8
108,서울,2024-10-17,19,13.8,25.7,,2.7,1.7,46,70.4,7.5,14.7,,,4.4
108,서울,2024-10-18,17.4,16.2,18.8,47.1,5.1,2.5,74,86.1,0,1.54,,,9.6
108,서울,2024-10-19,16.6,12.4,21.1,1,6.9,3.3,60,75,2.1,8.19,,,6.6
108,서울,2024-10-20,13.4,10.5,17.8,,5.9,3.7,42,56,10,17.47,,,1.4
108,서울,2024-10-21,14.8,9.7,19.3,0,4.8,2.3,52,66.4,1.1,8.92,,,8.6
108,서울,2024-10-22,15.5,14.9,16.6,20.6,4,2,72,90.8,0,1.27,,,10
108,서울,2024-10-23,12.7,9.4,15.5,2.3,8,3.7,61,75.3,2.9,9.76,,,5.9
108,서울,2024-10-24,12.5,7.1,18.4,,5.2,1.8,49,71.4,9.9,16.03,,,0
108,서울,2024-10-25,14.9,8.7,21.5,,3.2,1.7,33,64.1,7.9,14.88,,,4
108,서울,2024-10-26,17,10.7,24,,3.4,1.8,45,68.3,9.7,16.04,,,2.8
108,서울,2024-10-27,16,14,18.8,0,2.9,1.6,67,79.4,.2,5.27,,,8.3
108,서울,2024-10-28,15.7,12.3,20.4,0,4.5,2.1,60,75.9,1.9,8.92,,,8.3
108,서울,2024-10-29,15,13.4,18.3,0,4.6,2.3,49,64.6,.2,6.22,,,6
108,서울,2024-10-30,15.7,11.4,21.4,,3.8,1.6,46,71.3,9.6,14.75,,,1.3
108,서울,2024-10-31,15.9,11,22.6,,2.5,1.4,42,67.8,9.4,14.38,,,1.8
108,서울,2024-11-01,15.3,12.9,18.7,,3.4,1.4,55,70.8,.1,5.83,,,9.8
108,서울,2024-11-02,18.1,13,25.1,,4.6,1.9,41,58.9,9.6,14.31,,,1.8
108,서울,2024-11-03,17.6,13,23.5,0,4.3,2.4,47,71.1,8.2,13.13,,,2.5
108,서울,2024-11-04,14.8,8.9,18.3,.1,5.5,2.9,32,62,6.7,11.74,,,5.3
108,서울,2024-11-05,9.1,5.6,14.7,,5.1,2.1,28,49.8,8.8,13.47,,,2.8
108,서울,2024-11-06,7.5,4.1,12.5,,4.9,2.5,29,46.1,9.7,14.98,,,0
108,서울,2024-11-07,7.8,1.6,15.7,,2.7,1.5,27,48.1,9.7,14.42,,,0
108,서울,2024-11-08,10.2,3.1,18.1,,2.7,1.5,33,50.8,9.6,13.87,,,.8
108,서울,2024-11-09,12.9,6.8,20.3,,2.4,1.4,34,55.8,8.9,13.18,,,2
108,서울,2024-11-10,14.4,10.3,21,,3.1,1.8,45,64,6.8,11.42,,,3.9
108,서울,2024-11-11,14.6,9.7,21.8,,3.1,1.2,35,64.5,9.3,12.95,,,1.8
108,서울,2024-11-12,14.3,11,19.2,,4.2,2.2,44,66.8,9.3,13.02,,,2.4
108,서울,2024-11-13,14.2,8.3,21.3,,3.6,1.7,41,62.9,8.6,12.26,,,2.4
108,서울,2024-11-14,14.8,13.2,16.8,.1,3.1,1.8,61,68.4,0,3.57,,,8.5
108,서울,2024-11-15,17,13.7,21.5,0,3,1.8,48,65.1,5.5,9.84,,,6.8
108,서울,2024-11-16,17,14.4,22.6,6.5,5.1,2.6,46,72.5,,,,,7.5
108,서울,2024-11-17,7,2.1,14.4,,5.2,3.6,31,47.6,4.1,8.47,,,5
108,서울,2024-11-18,2.8,-.7,7.9,,5.7,2.3,21,30.9,9.3,13.68,,,.6
108,서울,2024-11-19,5.7,.3,11.3,,3.4,2,39,49.5,7.4,9.9,,,4.8
108,서울,2024-11-20,6.5,2.4,9.6,,2.8,1.3,49,65.8,.3,3.75,,,7.6
108,서울,2024-11-21,9.7,6,14.1,0,4.3,2.2,54,71.9,3.2,6.57,,,4.8
108,서울,2024-11-22,6.2,3.3,10.6,,4.2,2.2,33,48,9.2,12.57,,,0
108,서울,2024-11-23,6.4,1.5,12.6,,3.4,1.7,35,47.1,9.2,11.87,,,1.4
108,서울,2024-11-24,7.4,2.6,14.2,,3.4,1.6,37,58.4,9.1,11.89,,,1.1
108,서울,2024-11-25,10.1,3.6,15.4,0,4.4,2.5,47,57.6,6.8,9.9,,,5.8
108,서울,2024-11-26,5.8,1,12.7,26,8.1,3.4,54,86.4,.9,4.35,.9,.9,9.6
108,서울,2024-11-27,-.4,-1.3,1.2,22.4,5.6,1.4,78,90.6,.3,.82,19.3,20.1,9.1
108,서울,2024-11-28,.8,-1.7,3.4,4.9,4.9,1.8,63,82,4.5,8.16,8.5,28.6,5.4
108,서울,2024-11-29,.2,-3.4,3.4,0,3.1,1.5,54,76.3,5.4,8.35,,12.3,2.4
108,서울,2024-11-30,2.5,-.5,5.6,0,3.2,1.8,63,81.6,2.4,4.74,,7.9,4.1
108,서울,2024-12-01,5.2,1.6,8.2,.5,4,2.4,78,89.3,2.4,7.01,,5.3,5.9
108,서울,2024-12-02,6.4,.6,13,0,5.3,2.2,47,79.9,2.3,5.09,,,2.6
108,서울,2024-12-03,1.3,-2.4,5.2,0,4.5,2.4,26,48.6,8.9,11.61,,,3
108,서울,2024-12-04,3.1,-.6,6.9,0,4.2,2.1,27,52.1,8.9,11.12,,,1.3
108,서울,2024-12-05,3.9,-.1,8.8,1.8,5.7,2.3,29,62.8,6.7,9.89,,,2.5
108,서울,2024-12-06,2.1,-.4,5.2,,6.7,2.5,33,49.3,9.1,11.69,,,.1
108,서울,2024-12-07,.2,-2.5,4.6,,5,2.5,40,56.9,7.2,10.86,,,.9
108,서울,2024-12-08,-.2,-3.9,4.1,,4.8,2.2,27,46.5,9.1,11.62,,,0
108,서울,2024-12-09,1,-3.8,7.4,,3.5,1.6,38,56.1,8.3,10.61,,,.8
108,서울,2024-12-10,2.6,-1.9,6.9,,4.7,1.9,39,58.9,8.4,10.52,,,3.9
108,서울,2024-12-11,3,.2,8.2,,3.3,1.6,37,50.3,6.9,8.65,,,4.6
108,서울,2024-12-12,.5,-3.2,5.4,,4.9,2.1,27,45.8,6.7,10.06,,,4.5
108,서울,2024-12-13,1,-1.5,4.5,,5,2.2,30,42.1,5.2,7.14,,,5
108,서울,2024-12-14,-.8,-3.6,2.5,,4.5,2.2,37,51,9,11.11,,,1.3
108,서울,2024-12-15,1.2,-2.2,5.4,0,5.6,2.4,33,54.1,6,8.76,,,2.8
108,서울,2024-12-16,-.2,-3.3,3.9,0,3.8,1.2,39,65.9,3.8,5.61,,,3.1
108,서울,2024-12-17,-.8,-3.5,3.8,,4.7,2.2,34,51.8,6.2,8.26,,,1.1
108,서울,2024-12-18,-3.4,-6.2,.9,,3.9,2.2,33,47.1,9,11.38,,,0
108,서울,2024-12-19,-1.4,-6.7,4.9,,3,1.5,28,47.4,8.2,10.53,,,3.3
108,서울,2024-12-20,1.4,-2.1,5.3,.4,3,2,48,60.9,1.4,4.9,.5,.5,9.1
108,서울,2024-12-21,-.7,-4.7,1.9,2.9,5.4,2.8,55,74.1,2,4.03,2.4,2.7,5.3
108,서울,2024-12-22,-3.4,-7.7,1,,4.9,2.1,36,52.9,9,11.47,,1.4,0
108,서울,2024-12-23,.3,-5,6.7,,4.5,2.2,38,58.5,7.3,10.29,,.7,.9
108,서울,2024-12-24,-.4,-4.3,5.1,,3.4,1.4,31,50.3,9,11.06,,,2.1
108,서울,2024-12-25,2.7,-1.1,6.5,.1,3.8,2,51,63.1,3,6.46,,,8.3
108,서울,2024-12-26,.1,-4.8,4.2,0,5.6,3.4,37,57.9,8.6,11.1,,,.8
108,서울,2024-12-27,-2.6,-5.9,1.8,0,5.8,2.7,35,51.4,7.3,9.29,,,2.3
108,서울,2024-12-28,-3,-6.7,1.1,,5.8,2.5,37,48.3,8.3,11.01,,,1.1
108,서울,2024-12-29,1.1,-4.2,6.1,,2.8,1.5,35,56.1,6.5,9.49,,,5.1
108,서울,2024-12-30,5.5,1.9,10.1,0,6.9,2.3,52,68.5,2.6,6.29,,,7.4
108,서울,2024-12-31,.6,-2,4.9,0,5,2.6,28,45.8,9,11.57,,,0
